
                                            Norm of      First-order 
 Iteration  Func-count      Resnorm            step       optimality
     0        142           360.743                         5.17e+03
     1        284           42.1274        0.602645              492      
     2        426           28.8567        0.314883              241      
     3        568           17.5452         0.57493             23.7      
     4        710           15.3078        0.331197             15.2      
     5        852           13.9425        0.373234             13.4      
     6        994           13.6666        0.203592             4.18      
     7       1136           13.5399        0.191688             9.71      
     8       1278           13.5399        0.151608             9.71      
     9       1420           13.5284       0.0379021             6.19      
    10       1562           13.5228       0.0379021             3.12      
    11       1704           13.5168       0.0379021             1.13      
    12       1846           13.5126       0.0379021             1.52      
    13       1988           13.5097        0.066464              4.2      
    14       2130           13.5097       0.0758042             7.88      
    15       2272            13.507        0.018951            0.996      
    16       2414           13.5062        0.018951            0.565      
    17       2556           13.5058       0.0379021             2.94      
    18       2698           13.5058       0.0379021             2.94      
    19       2840           13.5055      0.00947552            0.186      
    20       2982           13.5054      0.00947552             1.27      
    21       3124           13.5054      0.00947552            0.439      
    22       3266           13.5054      0.00236888           0.0969      
    23       3408           13.5054      0.00236888            0.353      
    24       3550           13.5054      0.00236888           0.0213      
    25       3692           13.5054      0.00236888            0.346      
    26       3834           13.5054      0.00059222            0.016      

<a href = "matlab: helpview('optim','local_min_possible_lsq','CSHelpWindow');">Local minimum possible</a>.

lsqnonlin stopped because the final change in the sum of squares relative to 
its initial value is less than the value of the <a href = "matlab: helpview('optim','function_tolerance_lsq','CSHelpWindow');">function tolerance</a>.

<<a href = "matlab: createExitMsg({'optimlib:snls:Exit3basic','lsqnonlin'},{'optimlib:snls:Exit3detailed','1.000000e-06'},true,true);;">stopping criteria details</a>>
 Iter  Func-count            Fval   Feasibility   Step Length       Norm of   First-order  
  256      101833    2.239692e+01     5.551e-17     1.000e+00     4.643e-02     2.504e+00  
  257      102225    2.238255e+01     2.776e-17     1.000e+00     5.553e-02     2.508e+00  
  258      102619    2.237587e+01     5.551e-17     4.900e-01     6.278e-02     4.574e+00  
  259      103012    2.237355e+01     0.000e+00     7.000e-01     1.143e-01     6.539e+00  
  260      103407    2.237259e+01     0.000e+00     3.430e-01     8.184e-02     5.717e+00  
  261      103799    2.233705e+01     5.551e-17     1.000e+00     7.183e-02     4.323e+00  
  262      104191    2.231883e+01     1.388e-17     1.000e+00     4.910e-02     3.680e+00  
  263      104583    2.229338e+01     1.388e-17     1.000e+00     9.864e-02     3.743e+00  
  264      104975    2.228297e+01     5.551e-17     1.000e+00     1.340e-01     6.751e+00  
  265      105367    2.226680e+01     1.388e-17     1.000e+00     1.531e-01     4.855e+00  
  266      105759    2.225021e+01     5.551e-17     1.000e+00     1.215e-01     6.349e+00  
  267      106151    2.224720e+01     1.388e-17     1.000e+00     9.138e-02     1.230e+01  
  268      106543    2.223320e+01     5.551e-17     1.000e+00     7.347e-02     4.914e+00  
  269      106935    2.221194e+01     0.000e+00     1.000e+00     3.681e-02     8.894e+00  
 Iter  Func-count            Fval   Feasibility   Step Length       Norm of   First-order  
                                                                       step    optimality
  270      107327    2.219630e+01     5.551e-17     1.000e+00     5.002e-02     2.068e+00  
  271      107719    2.218841e+01     1.110e-16     1.000e+00     3.120e-02     3.790e+00  
  272      108111    2.218146e+01     1.388e-17     1.000e+00     1.527e-02     1.071e+00  
  273      108503    2.217942e+01     5.551e-17     1.000e+00     2.986e-02     2.545e+00  
  274      108895    2.217216e+01     5.551e-17     1.000e+00     1.863e-02     1.632e+00  
  275      109288    2.217168e+01     1.388e-17     7.000e-01     3.686e-02     1.954e+00  
  276      109680    2.216617e+01     1.388e-17     1.000e+00     1.630e-02     2.132e+00  
  277      110072    2.216529e+01     1.110e-16     1.000e+00     2.384e-02     2.278e+00  
  278      110464    2.216000e+01     1.388e-17     1.000e+00     1.069e-02     1.608e+00  
  279      110856    2.215821e+01     5.551e-17     1.000e+00     1.582e-02     1.028e+00  
  280      111248    2.215586e+01     5.551e-17     1.000e+00     1.993e-02     2.038e+00  
  281      111640    2.215323e+01     1.388e-17     1.000e+00     1.744e-02     1.249e+00  
  282      112032    2.215055e+01     1.388e-17     1.000e+00     1.870e-02     1.854e+00  
  283      112424    2.214779e+01     2.776e-17     1.000e+00     5.259e-02     2.556e+00  
  284      112816    2.214404e+01     5.551e-17     1.000e+00     4.532e-02     1.565e+00  
  285      113208    2.214043e+01     2.776e-17     1.000e+00     5.127e-02     7.720e-01  
  286      113600    2.213833e+01     2.776e-17     1.000e+00     6.128e-02     1.780e+00  
  287      113992    2.213493e+01     2.776e-17     1.000e+00     2.016e-02     1.441e+00  
  288      114384    2.213128e+01     5.551e-17     1.000e+00     4.928e-02     1.380e+00  
  289      114776    2.212791e+01     6.939e-18     1.000e+00     1.603e-02     1.482e+00  
  290      115168    2.212550e+01     2.776e-17     1.000e+00     3.490e-02     1.111e+00  
  291      115560    2.212269e+01     2.776e-17     1.000e+00     3.346e-02     1.313e+00  
  292      115952    2.212029e+01     2.776e-17     1.000e+00     1.930e-02     1.271e+00  
  293      116344    2.211855e+01     2.776e-17     1.000e+00     1.831e-02     8.381e-01  
  294      116736    2.211652e+01     1.388e-17     1.000e+00     2.418e-02     1.842e+00  
  295      117128    2.211321e+01     2.776e-17     1.000e+00     4.562e-02     1.704e+00  
  296      117520    2.210955e+01     2.776e-17     1.000e+00     7.503e-02     1.269e+00  
  297      117912    2.210441e+01     5.551e-17     1.000e+00     9.567e-02     1.319e+00  
  298      118304    2.210184e+01     2.776e-17     1.000e+00     1.559e-02     7.530e-01  
  299      118696    2.209941e+01     2.776e-17     1.000e+00     2.848e-02     9.013e-01  
 Iter  Func-count            Fval   Feasibility   Step Length       Norm of   First-order  
                                                                       step    optimality
  300      119088    2.209770e+01     1.388e-17     1.000e+00     3.584e-02     1.285e+00  
  301      119480    2.209462e+01     6.939e-18     1.000e+00     4.384e-02     8.268e-01  
  302      119872    2.209125e+01     6.939e-18     1.000e+00     7.667e-02     1.453e+00  
  303      120264    2.208841e+01     2.776e-17     1.000e+00     5.548e-02     8.202e-01  
  304      120656    2.208672e+01     2.776e-17     1.000e+00     1.691e-02     1.047e+00  
  305      121048    2.208524e+01     2.082e-17     1.000e+00     2.724e-02     7.820e-01  
  306      121440    2.208316e+01     2.776e-17     1.000e+00     3.752e-02     8.742e-01  
  307      121832    2.207891e+01     1.388e-17     1.000e+00     1.068e-01     1.073e+00  
  308      122224    2.207666e+01     5.551e-17     1.000e+00     9.552e-03     7.291e-01  
  309      122616    2.207419e+01     2.776e-17     1.000e+00     3.122e-02     1.041e+00  
  310      123008    2.207152e+01     1.388e-17     1.000e+00     2.401e-02     9.202e-01  
  311      123400    2.206976e+01     2.082e-17     1.000e+00     1.098e-02     8.271e-01  
  312      123792    2.206883e+01     2.776e-17     1.000e+00     1.562e-02     1.216e+00  
  313      124184    2.206775e+01     2.776e-17     1.000e+00     1.147e-02     7.857e-01  
  314      124576    2.206606e+01     1.388e-17     1.000e+00     2.467e-02     5.989e-01  
  315      124968    2.206442e+01     2.776e-17     1.000e+00     3.899e-02     9.010e-01  
  316      125361    2.206277e+01     1.388e-17     7.000e-01     1.023e-01     1.991e+00  
  317      125753    2.205932e+01     2.776e-17     1.000e+00     1.338e-02     1.239e+00  
  318      126145    2.205599e+01     6.939e-18     1.000e+00     1.635e-02     1.149e+00  
  319      126537    2.205194e+01     2.776e-17     1.000e+00     4.625e-02     9.771e-01  
  320      126929    2.204828e+01     2.776e-17     1.000e+00     3.685e-02     1.499e+00  
  321      127321    2.203823e+01     0.000e+00     1.000e+00     1.042e-01     2.403e+00  
  322      127714    2.203067e+01     1.388e-17     7.000e-01     1.446e-01     7.889e+00  
  323      128106    2.200892e+01     1.388e-17     1.000e+00     9.608e-02     3.302e+00  
  324      128498    2.198286e+01     1.388e-17     1.000e+00     1.141e-01     4.625e+00  
  325      128890    2.195421e+01     1.388e-17     1.000e+00     6.844e-02     2.681e+00  
  326      129282    2.192610e+01     2.776e-17     1.000e+00     6.340e-02     2.919e+00  
  327      129674    2.188512e+01     1.388e-17     1.000e+00     9.430e-02     4.195e+00  
  328      130066    2.185059e+01     1.388e-17     1.000e+00     8.975e-02     4.444e+00  
  329      130458    2.181911e+01     2.776e-17     1.000e+00     1.121e-01     4.404e+00  
 Iter  Func-count            Fval   Feasibility   Step Length       Norm of   First-order  
                                                                       step    optimality
  330      130850    2.180009e+01     1.388e-17     1.000e+00     4.954e-02     1.996e+00  
  331      131242    2.178475e+01     1.388e-17     1.000e+00     5.664e-02     3.535e+00  
  332      131634    2.176942e+01     1.388e-17     1.000e+00     4.393e-02     4.050e+00  
  333      132026    2.175254e+01     2.776e-17     1.000e+00     5.766e-02     4.149e+00  
  334      132424    2.175183e+01     1.388e-17     1.176e-01     6.346e-02     3.883e+00  
  335      132816    2.173483e+01     0.000e+00     1.000e+00     6.453e-02     2.216e+00  
  336      133210    2.173265e+01     1.388e-17     4.900e-01     1.320e-01     4.157e+00  
  337      133602    2.171989e+01     1.388e-17     1.000e+00     1.722e-01     4.675e+00  
  338      133994    2.169867e+01     1.388e-17     1.000e+00     4.017e-02     4.213e+00  
  339      134386    2.168361e+01     2.776e-17     1.000e+00     3.616e-02     4.250e+00  
  340      134778    2.165493e+01     2.776e-17     1.000e+00     7.670e-02     2.842e+00  
  341      135173    2.165458e+01     2.776e-17     3.430e-01     9.390e-02     1.568e+01  
  342      135565    2.161890e+01     1.388e-17     1.000e+00     7.448e-02     4.281e+00  
  343      135957    2.158945e+01     1.388e-17     1.000e+00     6.521e-02     4.200e+00  
  344      136349    2.155936e+01     0.000e+00     1.000e+00     5.889e-02     3.991e+00  
  345      136741    2.153998e+01     1.388e-17     1.000e+00     7.551e-02     3.969e+00  
  346      137133    2.151630e+01     2.776e-17     1.000e+00     6.063e-02     4.771e+00  
  347      137525    2.150090e+01     1.388e-17     1.000e+00     5.508e-02     3.995e+00  
  348      137918    2.150041e+01     0.000e+00     7.000e-01     3.676e-02     7.334e+00  
  349      138310    2.149815e+01     2.776e-17     1.000e+00     8.164e-02     7.641e+00  
  350      138702    2.146740e+01     1.388e-17     1.000e+00     5.598e-02     3.184e+00  
  351      139094    2.146064e+01     1.388e-17     1.000e+00     2.525e-02     2.559e+00  
  352      139486    2.145293e+01     1.388e-17     1.000e+00     2.772e-02     2.252e+00  
  353      139878    2.144415e+01     1.388e-17     1.000e+00     4.910e-02     1.920e+00  
  354      140270    2.143986e+01     1.388e-17     1.000e+00     4.297e-02     1.184e+00  
  355      140662    2.143567e+01     1.388e-17     1.000e+00     1.606e-02     1.396e+00  
  356      141054    2.143092e+01     1.388e-17     1.000e+00     2.550e-02     1.358e+00  
  357      141446    2.142866e+01     1.388e-17     1.000e+00     2.382e-02     2.151e+00  
  358      141838    2.142498e+01     1.388e-17     1.000e+00     2.068e-02     1.751e+00  
  359      142230    2.142364e+01     1.388e-17     1.000e+00     4.746e-02     3.181e+00  
 Iter  Func-count            Fval   Feasibility   Step Length       Norm of   First-order  
                                                                       step    optimality
  360      142622    2.142091e+01     1.388e-17     1.000e+00     1.247e-02     9.771e-01  
  361      143014    2.141885e+01     1.388e-17     1.000e+00     1.075e-02     1.323e+00  
  362      143406    2.141669e+01     1.388e-17     1.000e+00     2.454e-02     1.014e+00  
  363      143798    2.141411e+01     0.000e+00     1.000e+00     5.064e-02     1.213e+00  
  364      144190    2.141232e+01     1.388e-17     1.000e+00     4.002e-02     2.874e+00  
  365      144582    2.140970e+01     2.776e-17     1.000e+00     2.532e-02     1.401e+00  
  366      144974    2.140775e+01     1.388e-17     1.000e+00     1.011e-02     1.432e+00  
  367      145366    2.140519e+01     1.388e-17     1.000e+00     2.849e-02     1.053e+00  
  368      145758    2.140312e+01     1.388e-17     1.000e+00     4.923e-02     1.817e+00  
  369      146150    2.140092e+01     1.388e-17     1.000e+00     4.918e-02     1.563e+00  
  370      146542    2.139835e+01     1.388e-17     1.000e+00     4.114e-02     2.261e+00  
  371      146934    2.139588e+01     2.082e-17     1.000e+00     6.547e-02     2.535e+00  
  372      147326    2.139230e+01     2.776e-17     1.000e+00     4.757e-02     1.309e+00  
  373      147718    2.138713e+01     1.388e-17     1.000e+00     9.938e-02     1.094e+00  
  374      148110    2.138255e+01     2.776e-17     1.000e+00     1.654e-01     9.358e-01  
  375      148502    2.137864e+01     1.388e-17     1.000e+00     8.343e-02     1.136e+00  
  376      148895    2.137698e+01     1.388e-17     7.000e-01     3.242e-01     1.513e+00  
  377      149287    2.137160e+01     1.388e-17     1.000e+00     1.150e-01     1.548e+00  
  378      149679    2.136845e+01     6.939e-18     1.000e+00     4.297e-02     8.599e-01  
  379      150071    2.136481e+01     1.388e-17     1.000e+00     7.847e-02     9.293e-01  
  380      150463    2.136201e+01     1.388e-17     1.000e+00     2.348e-01     1.887e+00  
  381      150855    2.135878e+01     2.776e-17     1.000e+00     1.837e-02     1.039e+00  
  382      151247    2.135630e+01     6.939e-18     1.000e+00     2.625e-02     1.231e+00  
  383      151639    2.135385e+01     2.082e-17     1.000e+00     4.130e-02     1.187e+00  
  384      152031    2.135175e+01     1.388e-17     1.000e+00     1.451e-01     1.217e+00  
  385      152423    2.134921e+01     1.388e-17     1.000e+00     3.533e-02     1.487e+00  
  386      152815    2.134767e+01     2.082e-17     1.000e+00     6.340e-02     1.310e+00  
  387      153207    2.134549e+01     1.388e-17     1.000e+00     1.893e-02     9.630e-01  
  388      153599    2.134347e+01     1.388e-17     1.000e+00     6.373e-02     1.191e+00  
  389      153991    2.134167e+01     1.388e-17     1.000e+00     2.232e-02     8.366e-01  
 Iter  Func-count            Fval   Feasibility   Step Length       Norm of   First-order  
                                                                       step    optimality
  390      154383    2.133994e+01     2.082e-17     1.000e+00     4.413e-02     1.025e+00  
  391      154775    2.133894e+01     2.776e-17     1.000e+00     3.891e-02     5.619e-01  
  392      155167    2.133774e+01     1.388e-17     1.000e+00     4.932e-02     8.691e-01  
  393      155559    2.133597e+01     3.469e-17     1.000e+00     1.035e-01     9.267e-01  
  394      155951    2.133421e+01     2.776e-17     1.000e+00     6.664e-02     9.828e-01  
  395      156343    2.133288e+01     1.388e-17     1.000e+00     8.694e-02     1.586e+00  
  396      156735    2.133184e+01     1.388e-17     1.000e+00     1.721e-02     6.366e-01  
  397      157127    2.133050e+01     1.388e-17     1.000e+00     5.734e-02     1.181e+00  
  398      157519    2.132959e+01     1.388e-17     1.000e+00     9.080e-02     7.937e-01  
  399      157911    2.132945e+01     2.776e-17     1.000e+00     8.372e-02     1.322e+00  
  400      158303    2.132814e+01     1.388e-17     1.000e+00     3.693e-02     7.709e-01  
  401      158695    2.132754e+01     1.388e-17     1.000e+00     1.871e-02     7.787e-01  
  402      159087    2.132695e+01     4.163e-17     1.000e+00     1.375e-02     9.249e-01  
  403      159479    2.132602e+01     2.082e-17     1.000e+00     4.832e-02     9.344e-01  
  404      159871    2.132521e+01     2.776e-17     1.000e+00     2.321e-02     7.634e-01  
  405      160266    2.132464e+01     2.776e-17     3.430e-01     7.814e-02     1.660e+00  
  406      160658    2.132289e+01     6.939e-18     1.000e+00     7.664e-02     1.543e+00  
  407      161050    2.132128e+01     2.082e-17     1.000e+00     4.194e-02     9.076e-01  
  408      161442    2.132016e+01     1.388e-17     1.000e+00     3.188e-02     9.349e-01  
  409      161834    2.131924e+01     1.388e-17     1.000e+00     1.830e-02     9.184e-01  
  410      162226    2.131841e+01     2.776e-17     1.000e+00     3.099e-02     8.528e-01  
  411      162618    2.131796e+01     1.388e-17     1.000e+00     5.690e-02     8.929e-01  
  412      163010    2.131724e+01     1.388e-17     1.000e+00     2.431e-02     5.488e-01  
  413      163402    2.131685e+01     2.082e-17     1.000e+00     3.733e-02     7.953e-01  
  414      163794    2.131633e+01     1.388e-17     1.000e+00     3.759e-02     7.868e-01  
  415      164186    2.131562e+01     1.388e-17     1.000e+00     4.472e-02     1.007e+00  
  416      164578    2.131507e+01     1.388e-17     1.000e+00     2.180e-02     9.078e-01  
  417      164970    2.131447e+01     1.388e-17     1.000e+00     2.210e-02     9.393e-01  
  418      165362    2.131404e+01     1.388e-17     1.000e+00     2.038e-02     8.744e-01  
  419      165754    2.131331e+01     1.388e-17     1.000e+00     2.113e-02     6.323e-01  
 Iter  Func-count            Fval   Feasibility   Step Length       Norm of   First-order  
                                                                       step    optimality
  420      166146    2.131272e+01     1.388e-17     1.000e+00     1.848e-02     1.299e+00  
  421      166541    2.131258e+01     1.388e-17     3.430e-01     3.328e-02     1.678e+00  
  422      166933    2.131168e+01     1.388e-17     1.000e+00     3.298e-02     8.886e-01  
  423      167327    2.131163e+01     0.000e+00     4.900e-01     4.243e-02     7.834e-01  
  424      167719    2.131107e+01     1.388e-17     1.000e+00     2.942e-02     8.225e-01  
  425      168111    2.131060e+01     1.388e-17     1.000e+00     2.296e-02     6.614e-01  
  426      168503    2.131014e+01     4.163e-17     1.000e+00     1.245e-02     9.320e-01  
  427      168896    2.131013e+01     6.939e-18     7.000e-01     2.452e-02     9.223e-01  
  428      169288    2.130961e+01     2.776e-17     1.000e+00     1.290e-02     7.692e-01  
  429      169680    2.130921e+01     1.388e-17     1.000e+00     3.623e-02     1.302e+00  
  430      170072    2.130845e+01     2.082e-17     1.000e+00     1.367e-02     8.038e-01  
  431      170464    2.130815e+01     2.776e-17     1.000e+00     2.621e-02     8.108e-01  
  432      170856    2.130729e+01     1.388e-17     1.000e+00     3.606e-02     8.590e-01  
  433      171248    2.130656e+01     1.388e-17     1.000e+00     4.405e-02     8.503e-01  
  434      171640    2.130598e+01     2.776e-17     1.000e+00     7.639e-03     8.652e-01  
  435      172032    2.130521e+01     4.163e-17     1.000e+00     2.021e-02     8.114e-01  
  436      172424    2.130464e+01     1.388e-17     1.000e+00     1.800e-02     6.183e-01  
  437      172816    2.130378e+01     1.388e-17     1.000e+00     4.332e-02     8.538e-01  
  438      173208    2.130297e+01     1.388e-17     1.000e+00     3.440e-02     8.003e-01  
  439      173600    2.130234e+01     6.939e-18     1.000e+00     1.910e-02     7.118e-01  
  440      173992    2.130205e+01     2.776e-17     1.000e+00     1.392e-02     7.885e-01  
  441      174384    2.130154e+01     1.388e-17     1.000e+00     6.080e-03     6.678e-01  
  442      174776    2.130129e+01     1.388e-17     1.000e+00     1.387e-02     6.753e-01  
  443      175173    2.130127e+01     2.776e-17     1.681e-01     5.667e-03     7.368e-01  
  444      175565    2.130091e+01     2.776e-17     1.000e+00     1.539e-02     9.577e-01  
  445      175958    2.130074e+01     6.939e-18     7.000e-01     1.134e-02     6.407e-01  
  446      176350    2.130056e+01     2.776e-17     1.000e+00     1.003e-02     7.478e-01  
  447      176742    2.130043e+01     1.388e-17     1.000e+00     9.370e-03     7.420e-01  
  448      177134    2.130020e+01     2.776e-17     1.000e+00     5.064e-03     6.923e-01  
  449      177528    2.130012e+01     2.082e-17     4.900e-01     9.276e-03     7.811e-01  
 Iter  Func-count            Fval   Feasibility   Step Length       Norm of   First-order  
                                                                       step    optimality
  450      177922    2.130008e+01     2.082e-17     4.900e-01     4.998e-03     8.467e-01  
  451      178316    2.130006e+01     1.388e-17     4.900e-01     7.938e-03     8.617e-01  
  452      178708    2.130001e+01     1.388e-17     1.000e+00     1.455e-02     8.921e-01  
  453      179100    2.129985e+01     1.388e-17     1.000e+00     5.971e-03     7.512e-01  
  454      179493    2.129978e+01     2.082e-17     7.000e-01     7.954e-03     7.606e-01  
  455      179885    2.129961e+01     1.388e-17     1.000e+00     4.649e-03     7.299e-01  
  456      180280    2.129959e+01     1.388e-17     3.430e-01     6.933e-03     7.933e-01  
  457      180672    2.129945e+01     1.388e-17     1.000e+00     1.081e-02     7.694e-01  
  458      181064    2.129940e+01     1.388e-17     1.000e+00     9.785e-03     7.341e-01  
  459      181456    2.129924e+01     2.776e-17     1.000e+00     5.153e-03     7.141e-01  
  460      181848    2.129908e+01     1.388e-17     1.000e+00     1.355e-02     9.847e-01  
  461      182240    2.129896e+01     1.388e-17     1.000e+00     1.188e-02     8.755e-01  
  462      182632    2.129876e+01     1.388e-17     1.000e+00     8.591e-03     7.616e-01  
  463      183024    2.129860e+01     1.388e-17     1.000e+00     1.728e-02     7.626e-01  
  464      183416    2.129842e+01     2.776e-17     1.000e+00     8.025e-03     6.664e-01  
  465      183809    2.129841e+01     1.388e-17     7.000e-01     1.527e-02     7.242e-01  
  466      184201    2.129823e+01     6.939e-18     1.000e+00     5.447e-03     7.296e-01  
  467      184593    2.129812e+01     2.082e-17     1.000e+00     6.218e-03     8.491e-01  
  468      184985    2.129792e+01     1.388e-17     1.000e+00     5.889e-03     7.213e-01  
  469      185377    2.129791e+01     2.776e-17     1.000e+00     1.232e-02     5.322e-01  
  470      185769    2.129775e+01     2.776e-17     1.000e+00     4.612e-03     5.641e-01  
  471      186161    2.129774e+01     1.388e-17     1.000e+00     1.493e-02     8.160e-01  
  472      186553    2.129744e+01     1.388e-17     1.000e+00     1.053e-02     7.999e-01  
  473      186945    2.129736e+01     1.388e-17     1.000e+00     1.902e-02     8.099e-01  
  474      187337    2.129711e+01     2.082e-17     1.000e+00     9.089e-03     5.501e-01  
  475      187731    2.129710e+01     2.776e-17     4.900e-01     1.856e-02     1.568e+00  
  476      188123    2.129682e+01     1.388e-17     1.000e+00     1.200e-02     5.457e-01  
  477      188515    2.129666e+01     2.776e-17     1.000e+00     1.676e-02     7.371e-01  
  478      188907    2.129646e+01     2.776e-17     1.000e+00     1.905e-02     8.891e-01  
  479      189299    2.129639e+01     1.388e-17     1.000e+00     3.517e-02     1.069e+00  
 Iter  Func-count            Fval   Feasibility   Step Length       Norm of   First-order  
                                                                       step    optimality
  480      189691    2.129605e+01     2.776e-17     1.000e+00     1.366e-02     9.713e-01  
  481      190083    2.129588e+01     2.082e-17     1.000e+00     3.374e-02     5.551e-01  
  482      190475    2.129561e+01     2.776e-17     1.000e+00     1.692e-02     5.155e-01  
  483      190867    2.129534e+01     1.388e-17     1.000e+00     6.809e-02     1.836e+00  
  484      191268    2.129516e+01     1.388e-17     4.035e-02     2.165e-02     2.591e+00  
  485      191661    2.129501e+01     1.388e-17     7.000e-01     4.833e-02     8.136e-01  
  486      192053    2.129396e+01     2.776e-17     1.000e+00     3.747e-02     8.381e-01  
  487      192445    2.129302e+01     1.388e-17     1.000e+00     3.185e-02     9.795e-01  
  488      192837    2.129226e+01     1.388e-17     1.000e+00     5.746e-02     1.036e+00  
  489      193229    2.129179e+01     2.776e-17     1.000e+00     2.384e-02     6.451e-01  
  490      193621    2.129140e+01     1.388e-17     1.000e+00     1.543e-02     7.295e-01  
  491      194013    2.129087e+01     4.163e-17     1.000e+00     3.083e-02     7.905e-01  
  492      194408    2.129062e+01     1.388e-17     3.430e-01     5.350e-02     1.045e+00  
  493      194800    2.129009e+01     2.776e-17     1.000e+00     1.418e-02     9.197e-01  
  494      195192    2.128962e+01     1.388e-17     1.000e+00     1.401e-02     9.816e-01  
  495      195584    2.128930e+01     2.082e-17     1.000e+00     1.868e-02     8.394e-01  
  496      195976    2.128873e+01     2.776e-17     1.000e+00     3.730e-02     4.569e-01  
  497      196369    2.128790e+01     1.388e-17     7.000e-01     2.180e-01     6.720e+00  
  498      196762    2.128673e+01     1.388e-17     7.000e-01     9.609e-02     1.005e+01  
  499      197154    2.126240e+01     2.082e-17     1.000e+00     2.650e-01     6.005e+00  
  500      197546    2.123917e+01     1.388e-17     1.000e+00     9.444e-02     4.500e+00  
  501      197938    2.121111e+01     1.388e-17     1.000e+00     2.964e-01     3.513e+00  
  502      198330    2.119439e+01     1.388e-17     1.000e+00     1.940e-01     2.348e+00  
  503      198722    2.117735e+01     1.388e-17     1.000e+00     1.140e-01     1.583e+00  
  504      199114    2.116357e+01     2.776e-17     1.000e+00     9.483e-02     1.912e+00  
  505      199506    2.115621e+01     1.388e-17     1.000e+00     6.214e-02     1.823e+00  
  506      199898    2.114740e+01     2.776e-17     1.000e+00     3.153e-02     1.870e+00  
  507      200291    2.114710e+01     2.082e-17     7.000e-01     3.972e-02     3.500e+00  
  508      200683    2.113796e+01     2.776e-17     1.000e+00     4.113e-02     4.466e+00  
  509      201075    2.113423e+01     2.082e-17     1.000e+00     8.153e-02     1.982e+00  
 Iter  Func-count            Fval   Feasibility   Step Length       Norm of   First-order  
                                                                       step    optimality
  510      201467    2.112925e+01     1.388e-17     1.000e+00     2.050e-02     2.707e+00  
  511      201859    2.112451e+01     1.388e-17     1.000e+00     4.348e-02     3.778e+00  
  512      202251    2.111983e+01     1.388e-17     1.000e+00     5.426e-02     3.212e+00  
  513      202643    2.111585e+01     1.388e-17     1.000e+00     5.085e-02     3.104e+00  
  514      203035    2.111130e+01     6.939e-18     1.000e+00     8.149e-02     1.581e+00  
  515      203427    2.110821e+01     2.082e-17     1.000e+00     2.581e-02     9.294e-01  
  516      203819    2.110440e+01     1.388e-17     1.000e+00     2.647e-02     1.167e+00  
  517      204211    2.110110e+01     1.388e-17     1.000e+00     7.102e-02     1.937e+00  
  518      204603    2.109640e+01     2.776e-17     1.000e+00     2.124e-02     1.683e+00  
  519      204995    2.109002e+01     6.939e-18     1.000e+00     3.508e-02     1.360e+00  
  520      205387    2.108515e+01     2.776e-17     1.000e+00     6.010e-02     2.018e+00  
  521      205779    2.108097e+01     1.388e-17     1.000e+00     3.547e-02     1.309e+00  
  522      206171    2.107709e+01     1.388e-17     1.000e+00     4.325e-02     9.986e-01  
  523      206563    2.107389e+01     1.388e-17     1.000e+00     7.008e-02     1.422e+00  
  524      206955    2.107108e+01     6.939e-18     1.000e+00     1.470e-02     1.166e+00  
  525      207347    2.106914e+01     2.776e-17     1.000e+00     3.390e-02     1.782e+00  
  526      207740    2.106761e+01     6.939e-18     7.000e-01     3.398e-02     1.970e+00  
  527      208132    2.106557e+01     1.388e-17     1.000e+00     2.695e-02     1.483e+00  
  528      208524    2.106491e+01     1.388e-17     1.000e+00     3.125e-02     1.379e+00  
  529      208916    2.106373e+01     1.388e-17     1.000e+00     2.212e-02     1.115e+00  
  530      209308    2.106225e+01     1.388e-17     1.000e+00     2.317e-02     1.033e+00  
  531      209700    2.106122e+01     1.388e-17     1.000e+00     1.809e-02     8.122e-01  
  532      210092    2.106065e+01     1.388e-17     1.000e+00     3.625e-02     2.211e+00  
  533      210484    2.105967e+01     1.388e-17     1.000e+00     1.324e-02     1.083e+00  
  534      210876    2.105896e+01     2.776e-17     1.000e+00     1.156e-02     7.779e-01  
  535      211268    2.105831e+01     1.388e-17     1.000e+00     1.791e-02     7.685e-01  
  536      211660    2.105784e+01     1.388e-17     1.000e+00     1.540e-02     8.790e-01  
  537      212054    2.105780e+01     1.388e-17     4.900e-01     1.826e-02     9.243e-01  
  538      212446    2.105718e+01     2.776e-17     1.000e+00     7.468e-03     8.586e-01  
  539      212838    2.105676e+01     2.776e-17     1.000e+00     9.816e-03     6.297e-01  
 Iter  Func-count            Fval   Feasibility   Step Length       Norm of   First-order  
                                                                       step    optimality
  540      213232    2.105663e+01     2.776e-17     4.900e-01     1.309e-02     1.091e+00  
  541      213625    2.105652e+01     2.776e-17     7.000e-01     2.123e-02     1.372e+00  
  542      214017    2.105566e+01     2.776e-17     1.000e+00     9.237e-03     8.738e-01  
  543      214409    2.105504e+01     1.388e-17     1.000e+00     1.142e-02     9.357e-01  
  544      214801    2.105474e+01     2.082e-17     1.000e+00     1.112e-02     8.338e-01  
  545      215193    2.105449e+01     1.388e-17     1.000e+00     9.417e-03     7.011e-01  
  546      215590    2.105443e+01     2.776e-17     1.681e-01     1.257e-02     1.671e+00  
  547      215982    2.105400e+01     1.388e-17     1.000e+00     1.747e-02     7.209e-01  
  548      216374    2.105320e+01     1.388e-17     1.000e+00     2.258e-02     1.032e+00  
  549      216766    2.105160e+01     2.776e-17     1.000e+00     4.292e-02     9.338e-01  
