Starting parallel pool (parpool) using the 'Threads' profile ...
Connected to parallel pool with 16 workers.

                                            Norm of      First-order 
 Iteration  Func-count      Resnorm            step       optimality
     0        111           431.717                         7.54e+03
     1        222           280.545       0.0118261         2.14e+03      
     2        333           210.749       0.0160693              670      
     3        444           79.3632        0.308463              271      
     4        555           26.5792        0.536284             17.8      
     5        666            16.628        0.591139             80.9      
     6        777           14.9976        0.299029             7.73      
     7        888           14.4083        0.246565             8.69      
     8        999           14.2635        0.149992             1.75      
     9       1110             14.23       0.0969714             1.41      
    10       1221           14.2229       0.0592784            0.225      
    11       1332           14.2217       0.0349669            0.053      
    12       1443           14.2216       0.0149507           0.0176      
    13       1554           14.2216      0.00311676          0.00336      

<a href = "matlab: helpview('optim','local_min_possible_lsq','CSHelpWindow');">Local minimum possible</a>.

lsqnonlin stopped because the final change in the sum of squares relative to 
its initial value is less than the value of the <a href = "matlab: helpview('optim','function_tolerance_lsq','CSHelpWindow');">function tolerance</a>.

<<a href = "matlab: createExitMsg({'optimlib:snls:Exit3basic','lsqnonlin'},{'optimlib:snls:Exit3detailed','1.000000e-06'},true,true);;">stopping criteria details</a>>
 Iter  Func-count            Fval   Feasibility   Step Length       Norm of   First-order  
  271      108039    2.060110e+01     5.551e-17     1.000e+00     3.449e-02     4.478e-01  
  272      108431    2.059925e+01     5.551e-17     1.000e+00     4.424e-02     4.840e-01  
  273      108823    2.059767e+01     5.551e-17     1.000e+00     7.468e-02     8.152e-01  
  274      109215    2.059610e+01     2.776e-17     1.000e+00     7.175e-02     5.577e-01  
  275      109607    2.059535e+01     2.776e-17     1.000e+00     1.032e-01     8.340e-01  
  276      109999    2.059276e+01     1.388e-17     1.000e+00     1.450e-02     9.107e-01  
  277      110391    2.059153e+01     5.551e-17     1.000e+00     1.815e-02     3.089e-01  
  278      110783    2.059051e+01     2.776e-17     1.000e+00     2.307e-02     3.712e-01  
  279      111175    2.058868e+01     2.776e-17     1.000e+00     6.758e-02     6.470e-01  
  280      111567    2.058735e+01     1.110e-16     1.000e+00     1.248e-01     8.748e-01  
  281      111959    2.058574e+01     2.776e-17     1.000e+00     3.676e-02     7.306e-01  
  282      112351    2.058466e+01     2.776e-17     1.000e+00     2.058e-02     2.856e-01  
  283      112743    2.058370e+01     5.551e-17     1.000e+00     2.408e-02     2.587e-01  
  284      113135    2.058263e+01     5.551e-17     1.000e+00     6.039e-02     3.820e-01  
  285      113527    2.058094e+01     2.776e-17     1.000e+00     3.878e-02     3.424e-01  
  286      113919    2.057910e+01     5.551e-17     1.000e+00     8.698e-02     4.803e-01  
  287      114311    2.057873e+01     2.776e-17     1.000e+00     1.548e-01     5.333e-01  
  288      114703    2.057723e+01     2.776e-17     1.000e+00     4.871e-02     7.432e-01  
  289      115095    2.057560e+01     2.776e-17     1.000e+00     2.960e-02     5.887e-01  
  290      115487    2.057411e+01     8.327e-17     1.000e+00     8.074e-02     5.292e-01  
  291      115879    2.057314e+01     2.776e-17     1.000e+00     1.757e-02     3.461e-01  
  292      116271    2.057241e+01     2.776e-17     1.000e+00     2.726e-02     7.988e-01  
  293      116663    2.057168e+01     4.163e-17     1.000e+00     1.922e-02     2.665e-01  
  294      117055    2.057080e+01     2.776e-17     1.000e+00     3.625e-02     3.122e-01  
  295      117447    2.057015e+01     2.776e-17     1.000e+00     1.259e-02     2.697e-01  
  296      117839    2.056986e+01     2.776e-17     1.000e+00     2.139e-02     3.494e-01  
  297      118231    2.056947e+01     2.776e-17     1.000e+00     5.798e-03     2.582e-01  
  298      118623    2.056923e+01     0.000e+00     1.000e+00     1.073e-02     2.979e-01  
  299      119015    2.056894e+01     8.327e-17     1.000e+00     9.023e-03     1.789e-01  
 Iter  Func-count            Fval   Feasibility   Step Length       Norm of   First-order  
                                                                       step    optimality
  300      119407    2.056871e+01     2.776e-17     1.000e+00     4.361e-02     3.882e-01  
  301      119799    2.056809e+01     2.776e-17     1.000e+00     1.660e-02     2.665e-01  
  302      120191    2.056738e+01     2.776e-17     1.000e+00     4.856e-02     3.150e-01  
  303      120583    2.056684e+01     8.327e-17     1.000e+00     2.233e-02     3.260e-01  
  304      120975    2.056635e+01     5.551e-17     1.000e+00     3.156e-02     3.158e-01  
  305      121367    2.056583e+01     5.551e-17     1.000e+00     3.497e-02     3.440e-01  
  306      121759    2.056546e+01     2.776e-17     1.000e+00     8.074e-02     4.219e-01  
  307      122151    2.056494e+01     8.327e-17     1.000e+00     1.807e-02     3.039e-01  
  308      122543    2.056442e+01     0.000e+00     1.000e+00     5.671e-02     9.248e-01  
  309      122935    2.056369e+01     5.551e-17     1.000e+00     2.203e-02     3.712e-01  
  310      123327    2.056318e+01     2.776e-17     1.000e+00     1.632e-02     1.784e-01  
  311      123719    2.056296e+01     5.551e-17     1.000e+00     1.089e-02     2.585e-01  
  312      124111    2.056272e+01     2.776e-17     1.000e+00     1.122e-02     2.486e-01  
  313      124503    2.056245e+01     2.776e-17     1.000e+00     2.241e-02     3.084e-01  
  314      124895    2.056208e+01     5.551e-17     1.000e+00     1.701e-02     2.554e-01  
  315      125287    2.056165e+01     2.776e-17     1.000e+00     3.754e-02     2.531e-01  
  316      125679    2.056116e+01     2.776e-17     1.000e+00     3.754e-02     2.831e-01  
  317      126071    2.056061e+01     2.776e-17     1.000e+00     4.074e-02     2.199e-01  
  318      126463    2.056033e+01     5.551e-17     1.000e+00     7.216e-03     1.328e-01  
  319      126855    2.056022e+01     2.776e-17     1.000e+00     1.504e-02     3.168e-01  
  320      127247    2.056017e+01     5.551e-17     1.000e+00     1.299e-02     2.141e-01  
  321      127639    2.055993e+01     2.776e-17     1.000e+00     8.885e-03     1.852e-01  
  322      128031    2.055969e+01     8.327e-17     1.000e+00     2.149e-02     2.584e-01  
  323      128423    2.055941e+01     2.776e-17     1.000e+00     5.429e-02     2.521e-01  
  324      128815    2.055919e+01     2.776e-17     1.000e+00     7.165e-02     3.726e-01  
  325      129207    2.055883e+01     2.776e-17     1.000e+00     4.250e-02     2.705e-01  
  326      129599    2.055836e+01     5.551e-17     1.000e+00     5.243e-02     4.335e-01  
  327      129991    2.055774e+01     2.776e-17     1.000e+00     8.621e-02     3.981e-01  
  328      130383    2.055682e+01     8.327e-17     1.000e+00     1.655e-01     3.086e-01  
  329      130775    2.055603e+01     2.776e-17     1.000e+00     5.052e-02     2.604e-01  
 Iter  Func-count            Fval   Feasibility   Step Length       Norm of   First-order  
                                                                       step    optimality
  330      131167    2.055549e+01     5.551e-17     1.000e+00     1.813e-02     4.950e-01  
  331      131559    2.055517e+01     5.551e-17     1.000e+00     1.663e-02     1.431e-01  
  332      131951    2.055491e+01     4.163e-17     1.000e+00     1.763e-02     4.187e-01  
  333      132343    2.055466e+01     5.551e-17     1.000e+00     3.013e-02     4.239e-01  
  334      132735    2.055427e+01     5.551e-17     1.000e+00     2.878e-02     3.136e-01  
  335      133127    2.055359e+01     1.388e-17     1.000e+00     8.168e-02     3.305e-01  
  336      133519    2.055300e+01     5.551e-17     1.000e+00     6.369e-02     2.545e-01  
  337      133911    2.055218e+01     2.776e-17     1.000e+00     2.082e-01     8.679e-01  
  338      134303    2.055086e+01     2.776e-17     1.000e+00     2.028e-02     4.430e-01  
  339      134695    2.054946e+01     2.776e-17     1.000e+00     3.588e-02     2.624e-01  
  340      135087    2.054890e+01     2.776e-17     1.000e+00     3.830e-02     2.327e-01  
  341      135479    2.054834e+01     0.000e+00     1.000e+00     2.772e-02     2.287e-01  
  342      135871    2.054742e+01     2.776e-17     1.000e+00     4.274e-02     2.610e-01  
  343      136263    2.054696e+01     2.776e-17     1.000e+00     1.688e-02     2.014e-01  
  344      136655    2.054653e+01     5.551e-17     1.000e+00     2.356e-02     1.815e-01  
  345      137047    2.054582e+01     5.551e-17     1.000e+00     4.822e-02     2.345e-01  
  346      137439    2.054500e+01     8.327e-17     1.000e+00     6.111e-02     3.532e-01  
  347      137831    2.054419e+01     2.776e-17     1.000e+00     6.434e-02     3.699e-01  
  348      138223    2.054386e+01     2.776e-17     1.000e+00     1.494e-02     2.422e-01  
  349      138617    2.054382e+01     5.551e-17     4.900e-01     1.012e-02     3.061e-01  
  350      139009    2.054359e+01     2.776e-17     1.000e+00     7.397e-03     2.196e-01  
  351      139401    2.054336e+01     5.551e-17     1.000e+00     1.599e-02     1.754e-01  
  352      139793    2.054319e+01     8.327e-17     1.000e+00     1.400e-02     2.026e-01  
  353      140185    2.054288e+01     2.776e-17     1.000e+00     3.906e-02     1.952e-01  
  354      140577    2.054246e+01     5.551e-17     1.000e+00     4.962e-02     2.171e-01  
  355      140969    2.054185e+01     5.551e-17     1.000e+00     9.525e-02     4.991e-01  
  356      141361    2.054083e+01     5.551e-17     1.000e+00     8.543e-02     4.165e-01  
  357      141753    2.053942e+01     5.551e-17     1.000e+00     9.255e-02     3.709e-01  
  358      142145    2.053739e+01     1.388e-16     1.000e+00     9.838e-02     4.557e-01  
  359      142537    2.053228e+01     2.776e-17     1.000e+00     3.239e-01     7.549e-01  
 Iter  Func-count            Fval   Feasibility   Step Length       Norm of   First-order  
                                                                       step    optimality
  360      142929    2.052694e+01     5.551e-17     1.000e+00     2.636e-01     8.667e-01  
  361      143321    2.052128e+01     2.776e-17     1.000e+00     6.032e-02     7.793e-01  
  362      143713    2.051628e+01     2.776e-17     1.000e+00     4.879e-02     5.538e-01  
  363      144105    2.051435e+01     2.776e-17     1.000e+00     3.641e-02     6.332e-01  
  364      144497    2.051321e+01     2.776e-17     1.000e+00     4.049e-02     2.931e-01  
  365      144889    2.051250e+01     5.551e-17     1.000e+00     2.872e-02     3.565e-01  
  366      145281    2.051186e+01     8.327e-17     1.000e+00     2.690e-02     2.823e-01  
  367      145673    2.051136e+01     5.551e-17     1.000e+00     3.495e-02     2.081e-01  
  368      146065    2.051096e+01     2.776e-17     1.000e+00     1.955e-02     3.769e-01  
  369      146457    2.051066e+01     5.551e-17     1.000e+00     4.727e-02     4.583e-01  
  370      146849    2.051034e+01     8.327e-17     1.000e+00     8.991e-03     2.534e-01  
  371      147241    2.051008e+01     2.776e-17     1.000e+00     1.178e-02     2.263e-01  
  372      147633    2.050987e+01     5.551e-17     1.000e+00     1.592e-02     1.651e-01  
  373      148025    2.050970e+01     2.776e-17     1.000e+00     3.338e-02     1.643e-01  
  374      148417    2.050964e+01     5.551e-17     1.000e+00     1.564e-02     1.323e-01  
  375      148809    2.050957e+01     5.551e-17     1.000e+00     1.445e-02     2.320e-01  
  376      149201    2.050951e+01     2.776e-17     1.000e+00     4.962e-03     1.423e-01  
  377      149593    2.050944e+01     2.776e-17     1.000e+00     1.059e-02     1.585e-01  
  378      149985    2.050937e+01     5.551e-17     1.000e+00     6.850e-03     1.378e-01  
  379      150377    2.050934e+01     4.163e-17     1.000e+00     2.085e-02     2.740e-01  
  380      150769    2.050926e+01     8.327e-17     1.000e+00     3.174e-03     2.621e-01  
  381      151161    2.050920e+01     5.551e-17     1.000e+00     6.688e-03     1.542e-01  
  382      151553    2.050913e+01     2.776e-17     1.000e+00     5.762e-03     2.711e-01  
  383      151945    2.050912e+01     2.776e-17     1.000e+00     1.437e-02     2.126e-01  
  384      152337    2.050904e+01     2.776e-17     1.000e+00     3.448e-03     2.532e-01  
  385      152731    2.050903e+01     2.776e-17     4.900e-01     1.274e-02     2.464e-01  
  386      153123    2.050899e+01     1.388e-17     1.000e+00     7.947e-03     9.545e-02  
  387      153515    2.050897e+01     2.776e-17     1.000e+00     8.952e-03     1.961e-01  
  388      153919    2.050897e+01     5.551e-17     1.384e-02     3.642e-04     1.967e-01  
  389      154311    2.050896e+01     2.776e-17     1.000e+00     9.635e-03     2.194e-01  
 Iter  Func-count            Fval   Feasibility   Step Length       Norm of   First-order  
                                                                       step    optimality
  390      154703    2.050892e+01     2.776e-17     1.000e+00     2.881e-03     1.931e-01  
  391      155095    2.050890e+01     0.000e+00     1.000e+00     5.622e-03     9.684e-02  
  392      155487    2.050886e+01     2.776e-17     1.000e+00     5.432e-03     2.229e-01  
  393      155881    2.050885e+01     2.776e-17     4.900e-01     1.074e-02     1.894e-01  
  394      156273    2.050882e+01     8.327e-17     1.000e+00     8.711e-03     1.867e-01  
  395      156665    2.050877e+01     2.776e-17     1.000e+00     5.048e-03     1.484e-01  
  396      157064    2.050877e+01     2.776e-17     8.235e-02     4.009e-03     1.486e-01  
  397      157456    2.050875e+01     2.776e-17     1.000e+00     3.953e-03     1.299e-01  
  398      157849    2.050874e+01     2.776e-17     7.000e-01     7.935e-03     2.300e-01  
  399      158241    2.050870e+01     5.551e-17     1.000e+00     1.450e-02     2.461e-01  
  400      158633    2.050868e+01     8.327e-17     1.000e+00     3.003e-02     5.121e-01  
  401      159025    2.050863e+01     2.776e-17     1.000e+00     7.112e-03     1.508e-01  
  402      159417    2.050861e+01     2.776e-17     1.000e+00     5.152e-03     1.356e-01  
  403      159809    2.050859e+01     5.551e-17     1.000e+00     6.481e-03     1.660e-01  
  404      160207    2.050859e+01     5.551e-17     1.176e-01     4.210e-03     1.640e-01  
  405      160603    2.050859e+01     8.327e-17     2.401e-01     1.090e-02     1.608e-01  
  406      160995    2.050857e+01     0.000e+00     1.000e+00     1.728e-02     1.549e-01  
  407      161391    2.050857e+01     2.776e-17     2.401e-01     8.696e-03     1.127e-01  
  408      161797    2.050857e+01     2.776e-17     6.782e-03     1.617e-03     2.327e-01  
  409      161831    2.050857e+01     2.776e-17     5.412e-06     1.849e-06     2.327e-01  

<a href = "matlab: helpview('optim','local_min_poss_with_constr','CSHelpWindow');">Local minimum possible. Constraints satisfied</a>.

fmincon stopped because the <a href = "matlab: helpview('optim','norm_curr_step_simple_fminconip','CSHelpWindow');">size of the current step</a> is less than
the value of the <a href = "matlab: helpview('optim','step_size_tol','CSHelpWindow');">step size tolerance</a> and constraints are 
satisfied to within the value of the <a href = "matlab: helpview('optim','constraint_tolerance','CSHelpWindow');">constraint tolerance</a>.

<<a href = "matlab: createExitMsg({'optimlib:sqpLineSearch:Exit2basic','fmincon'},{'optimlib:sqpLineSearch:Exit2detailed','1.000000e-06','2.775558e-17','1.000000e-06'},true,true);;">stopping criteria details</a>>
The root mean sqrt (RMS) errors between model-predicted and inverse dynamic moments are: 

 5.3563      3.3735      3.5962      2.2198      3.8694      2.3981 
The mean absolute errors (MAEs) between model-predicted and inverse dynamic moments are: 

 4.6615      2.8883      2.9022      1.8544      3.2241      1.9125 
Muscle-Tendon Personalization Runtime: 0.123834 Hours
